batch_id,trial,warmup,system,config,phase,ticks,ns_since_e2,delta_ticks,delta_ns,source
20260818T013740Z-1,29,0,whimbrel,release-default,sret,1002310,76755300,2232,223200,serial
20260818T013740Z-1,29,0,whimbrel,release-default,E3g,1021558,78680100,19248,1924800,serial
20260818T013740Z-1,29,0,whimbrel,release-default,E3g_doorbell,1025617,79086000,4059,405900,serial
20260818T013740Z-1,26,0,whimbrel,release-default,_start,236005,0,0,0,serial
20260818T013740Z-1,26,0,whimbrel,release-default,stamp_a,236461,45600,456,45600,serial
20260818T013740Z-1,26,0,whimbrel,release-default,stamp_b,236516,51100,55,5500,serial
20260818T013740Z-1,26,0,whimbrel,release-default,stvec,246845,1084000,10329,1032900,serial
20260818T013740Z-1,26,0,whimbrel,release-default,frame_init,550681,31467600,303836,30383600,serial
20260818T013740Z-1,26,0,whimbrel,release-default,task_init,584688,34868300,34007,3400700,serial
20260818T013740Z-1,26,0,whimbrel,release-default,page_build,591740,35573500,7052,705200,serial
20260818T013740Z-1,26,0,whimbrel,release-default,page_verify,710656,47465100,118916,11891600,serial
20260818T013740Z-1,26,0,whimbrel,release-default,activate,713446,47744100,2790,279000,serial
20260818T013740Z-1,26,0,whimbrel,release-default,virtq_init,783708,54770300,70262,7026200,serial
20260818T013740Z-1,26,0,whimbrel,release-default,DRIVER_OK,846773,61076800,63065,6306500,serial
20260818T013740Z-1,26,0,whimbrel,release-default,first_rx,881074,64506900,34301,3430100,serial
20260818T013740Z-1,26,0,whimbrel,release-default,syn_rx,893472,65746700,12398,1239800,serial
20260818T013740Z-1,26,0,whimbrel,release-default,established,901234,66522900,7762,776200,serial
20260818T013740Z-1,26,0,whimbrel,release-default,serving_ready,910247,67424200,9013,901300,serial
20260818T013740Z-1,26,0,whimbrel,release-default,net_init_done,962839,72683400,52592,5259200,serial
20260818T013740Z-1,26,0,whimbrel,release-default,heap_init,963072,72706700,233,23300,serial
20260818T013740Z-1,26,0,whimbrel,release-default,accounting,984539,74853400,21467,2146700,serial
20260818T013740Z-1,26,0,whimbrel,release-default,freeze,985601,74959600,1062,106200,serial
20260818T013740Z-1,26,0,whimbrel,release-default,sret,987864,75185900,2263,226300,serial
20260818T013740Z-1,26,0,whimbrel,release-default,E3g,1007104,77109900,19240,1924000,serial
20260818T013740Z-1,26,0,whimbrel,release-default,E3g_doorbell,1010839,77483400,3735,373500,serial
20260818T013740Z-1,14,0,whimbrel,release-default,_start,234382,0,0,0,serial
20260818T013740Z-1,14,0,whimbrel,release-default,stamp_a,234840,45800,458,45800,serial
20260818T013740Z-1,14,0,whimbrel,release-default,stamp_b,234895,51300,55,5500,serial
20260818T013740Z-1,14,0,whimbrel,release-default,stvec,245082,1070000,10187,1018700,serial
20260818T013740Z-1,14,0,whimbrel,release-default,frame_init,549912,31553000,304830,30483000,serial
20260818T013740Z-1,14,0,whimbrel,release-default,task_init,583221,34883900,33309,3330900,serial
20260818T013740Z-1,14,0,whimbrel,release-default,page_build,590305,35592300,7084,708400,serial
20260818T013740Z-1,14,0,whimbrel,release-default,page_verify,707833,47345100,117528,11752800,serial
20260818T013740Z-1,14,0,whimbrel,release-default,activate,710704,47632200,2871,287100,serial
20260818T013740Z-1,14,0,whimbrel,release-default,virtq_init,780497,54611500,69793,6979300,serial
20260818T013740Z-1,14,0,whimbrel,release-default,DRIVER_OK,843195,60881300,62698,6269800,serial
20260818T013740Z-1,14,0,whimbrel,release-default,first_rx,877611,64322900,34416,3441600,serial
20260818T013740Z-1,14,0,whimbrel,release-default,syn_rx,889953,65557100,12342,1234200,serial
20260818T013740Z-1,14,0,whimbrel,release-default,established,897747,66336500,7794,779400,serial
20260818T013740Z-1,14,0,whimbrel,release-default,serving_ready,906706,67232400,8959,895900,serial
20260818T013740Z-1,14,0,whimbrel,release-default,net_init_done,958441,72405900,51735,5173500,serial
20260818T013740Z-1,14,0,whimbrel,release-default,heap_init,958674,72429200,233,23300,serial
20260818T013740Z-1,14,0,whimbrel,release-default,accounting,979811,74542900,21137,2113700,serial
20260818T013740Z-1,14,0,whimbrel,release-default,freeze,980815,74643300,1004,100400,serial
20260818T013740Z-1,14,0,whimbrel,release-default,sret,983013,74863100,2198,219800,serial
20260818T013740Z-1,14,0,whimbrel,release-default,E3g,1002320,76793800,19307,1930700,serial
20260818T013740Z-1,14,0,whimbrel,release-default,E3g_doorbell,1006217,77183500,3897,389700,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,_start,235239,0,0,0,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,stamp_a,235683,44400,444,44400,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,stamp_b,235737,49800,54,5400,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,stvec,238301,306200,2564,256400,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,frame_init,239730,449100,1429,142900,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,task_init,245610,1037100,5880,588000,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,page_build,249508,1426900,3898,389800,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,page_verify,256863,2162400,7355,735500,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,activate,257739,2250000,876,87600,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,virtq_init,266157,3091800,8418,841800,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,DRIVER_OK,271561,3632200,5404,540400,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,first_rx,274685,3944600,3124,312400,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,syn_rx,277389,4215000,2704,270400,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,established,279996,4475700,2607,260700,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,serving_ready,283598,4835900,3602,360200,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,net_init_done,286433,5119400,2835,283500,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,heap_init,286652,5141300,219,21900,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,accounting,286907,5166800,255,25500,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,freeze,287032,5179300,125,12500,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,sret,287222,5198300,190,19000,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,E3g,299577,6433800,12355,1235500,serial
20260818T013740Z-1,18,0,whimbrel,release-fast-boot,E3g_doorbell,300362,6512300,785,78500,serial
20260818T013740Z-1,4,0,whimbrel,release-default,_start,234180,0,0,0,serial
20260818T013740Z-1,4,0,whimbrel,release-default,stamp_a,234635,45500,455,45500,serial
20260818T013740Z-1,4,0,whimbrel,release-default,stamp_b,234691,51100,56,5600,serial
20260818T013740Z-1,4,0,whimbrel,release-default,stvec,244911,1073100,10220,1022000,serial
20260818T013740Z-1,4,0,whimbrel,release-default,frame_init,548817,31463700,303906,30390600,serial
20260818T013740Z-1,4,0,whimbrel,release-default,task_init,582015,34783500,33198,3319800,serial
20260818T013740Z-1,4,0,whimbrel,release-default,page_build,589062,35488200,7047,704700,serial
20260818T013740Z-1,4,0,whimbrel,release-default,page_verify,707533,47335300,118471,11847100,serial
20260818T013740Z-1,4,0,whimbrel,release-default,activate,710337,47615700,2804,280400,serial
20260818T013740Z-1,4,0,whimbrel,release-default,virtq_init,780879,54669900,70542,7054200,serial
20260818T013740Z-1,4,0,whimbrel,release-default,DRIVER_OK,843802,60962200,62923,6292300,serial
20260818T013740Z-1,4,0,whimbrel,release-default,first_rx,877608,64342800,33806,3380600,serial
20260818T013740Z-1,4,0,whimbrel,release-default,syn_rx,889904,65572400,12296,1229600,serial
20260818T013740Z-1,4,0,whimbrel,release-default,established,897594,66341400,7690,769000,serial
20260818T013740Z-1,4,0,whimbrel,release-default,serving_ready,906544,67236400,8950,895000,serial
20260818T013740Z-1,4,0,whimbrel,release-default,net_init_done,958840,72466000,52296,5229600,serial
20260818T013740Z-1,4,0,whimbrel,release-default,heap_init,959071,72489100,231,23100,serial
20260818T013740Z-1,4,0,whimbrel,release-default,accounting,980448,74626800,21377,2137700,serial
20260818T013740Z-1,4,0,whimbrel,release-default,freeze,981454,74727400,1006,100600,serial
20260818T013740Z-1,4,0,whimbrel,release-default,sret,983669,74948900,2215,221500,serial
20260818T013740Z-1,4,0,whimbrel,release-default,E3g,1002750,76857000,19081,1908100,serial
20260818T013740Z-1,4,0,whimbrel,release-default,E3g_doorbell,1006465,77228500,3715,371500,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,_start,234264,0,0,0,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,stamp_a,234708,44400,444,44400,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,stamp_b,234763,49900,55,5500,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,stvec,237283,301900,2520,252000,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,frame_init,238735,447100,1452,145200,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,task_init,244572,1030800,5837,583700,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,page_build,248440,1417600,3868,386800,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,page_verify,255761,2149700,7321,732100,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,activate,256650,2238600,889,88900,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,virtq_init,265093,3082900,8443,844300,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,DRIVER_OK,270559,3629500,5466,546600,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,first_rx,273572,3930800,3013,301300,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,syn_rx,276229,4196500,2657,265700,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,established,278852,4458800,2623,262300,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,serving_ready,282394,4813000,3542,354200,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,net_init_done,285163,5089900,2769,276900,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,heap_init,285378,5111400,215,21500,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,accounting,285629,5136500,251,25100,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,freeze,285753,5148900,124,12400,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,sret,285940,5167600,187,18700,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,E3g,298267,6400300,12327,1232700,serial
20260818T013740Z-1,4,0,whimbrel,release-fast-boot,E3g_doorbell,299140,6487600,873,87300,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,_start,233761,0,0,0,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,stamp_a,234208,44700,447,44700,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,stamp_b,234263,50200,55,5500,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,stvec,236872,311100,2609,260900,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,frame_init,238360,459900,1488,148800,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,task_init,244179,1041800,5819,581900,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,page_build,248136,1437500,3957,395700,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,page_verify,255512,2175100,7376,737600,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,activate,256403,2264200,891,89100,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,virtq_init,264951,3119000,8548,854800,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,DRIVER_OK,270453,3669200,5502,550200,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,first_rx,273570,3980900,3117,311700,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,syn_rx,276393,4263200,2823,282300,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,established,279023,4526200,2630,263000,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,serving_ready,282619,4885800,3596,359600,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,net_init_done,285535,5177400,2916,291600,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,heap_init,285809,5204800,274,27400,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,accounting,286069,5230800,260,26000,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,freeze,286147,5238600,78,7800,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,sret,286340,5257900,193,19300,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,E3g,298882,6512100,12542,1254200,serial
20260818T013740Z-1,25,0,whimbrel,release-fast-boot,E3g_doorbell,299663,6590200,781,78100,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,_start,233971,0,0,0,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,stamp_a,234416,44500,445,44500,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,stamp_b,234470,49900,54,5400,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,stvec,237002,303100,2532,253200,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,frame_init,238442,447100,1440,144000,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,task_init,244202,1023100,5760,576000,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,page_build,248108,1413700,3906,390600,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,page_verify,255491,2152000,7383,738300,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,activate,256380,2240900,889,88900,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,virtq_init,264876,3090500,8496,849600,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,DRIVER_OK,270374,3640300,5498,549800,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,first_rx,273417,3944600,3043,304300,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,syn_rx,276164,4219300,2747,274700,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,established,278812,4484100,2648,264800,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,serving_ready,282357,4838600,3545,354500,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,net_init_done,285129,5115800,2772,277200,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,heap_init,285350,5137900,221,22100,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,accounting,285602,5163100,252,25200,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,freeze,285723,5175200,121,12100,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,sret,285914,5194300,191,19100,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,E3g,298273,6430200,12359,1235900,serial
20260818T013740Z-1,17,0,whimbrel,release-fast-boot,E3g_doorbell,299046,6507500,773,77300,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,_start,232591,0,0,0,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,stamp_a,233035,44400,444,44400,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,stamp_b,233087,49600,52,5200,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,stvec,235589,299800,2502,250200,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,frame_init,236974,438300,1385,138500,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,task_init,242818,1022700,5844,584400,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,page_build,246658,1406700,3840,384000,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,page_verify,253797,2120600,7139,713900,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,activate,254653,2206200,856,85600,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,virtq_init,262942,3035100,8289,828900,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,DRIVER_OK,268320,3572900,5378,537800,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,first_rx,271457,3886600,3137,313700,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,syn_rx,274147,4155600,2690,269000,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,established,276829,4423800,2682,268200,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,serving_ready,280451,4786000,3622,362200,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,net_init_done,283396,5080500,2945,294500,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,heap_init,283618,5102700,222,22200,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,accounting,283878,5128700,260,26000,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,freeze,284021,5143000,143,14300,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,sret,284212,5162100,191,19100,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,E3g,296730,6413900,12518,1251800,serial
20260818T013740Z-1,7,0,whimbrel,release-fast-boot,E3g_doorbell,297522,6493100,792,79200,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,_start,233087,0,0,0,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,stamp_a,233531,44400,444,44400,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,stamp_b,233585,49800,54,5400,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,stvec,236083,299600,2498,249800,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,frame_init,237514,442700,1431,143100,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,task_init,243309,1022200,5795,579500,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,page_build,247191,1410400,3882,388200,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,page_verify,254330,2124300,7139,713900,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,activate,255185,2209800,855,85500,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,virtq_init,263489,3040200,8304,830400,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,DRIVER_OK,268911,3582400,5422,542200,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,first_rx,272030,3894300,3119,311900,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,syn_rx,274750,4166300,2720,272000,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,established,277394,4430700,2644,264400,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,serving_ready,281030,4794300,3636,363600,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,net_init_done,283863,5077600,2833,283300,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,heap_init,284090,5100300,227,22700,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,accounting,284349,5126200,259,25900,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,freeze,284582,5149500,233,23300,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,sret,284773,5168600,191,19100,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,E3g,297298,6421100,12525,1252500,serial
20260818T013740Z-1,10,0,whimbrel,release-fast-boot,E3g_doorbell,298096,6500900,798,79800,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,_start,234532,0,0,0,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,stamp_a,234976,44400,444,44400,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,stamp_b,235031,49900,55,5500,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,stvec,237580,304800,2549,254900,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,frame_init,238960,442800,1380,138000,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,task_init,244684,1015200,5724,572400,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,page_build,248596,1406400,3912,391200,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,page_verify,255919,2138700,7323,732300,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,activate,256790,2225800,871,87100,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,virtq_init,265108,3057600,8318,831800,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,DRIVER_OK,270473,3594100,5365,536500,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,first_rx,273528,3899600,3055,305500,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,syn_rx,276283,4175100,2755,275500,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,established,278945,4441300,2662,266200,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,serving_ready,282508,4797600,3563,356300,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,net_init_done,285352,5082000,2844,284400,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,heap_init,285576,5104400,224,22400,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,accounting,285846,5131400,270,27000,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,freeze,285994,5146200,148,14800,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,sret,286187,5165500,193,19300,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,E3g,298661,6412900,12474,1247400,serial
20260818T013740Z-1,11,0,whimbrel,release-fast-boot,E3g_doorbell,299442,6491000,781,78100,serial
20260818T013740Z-1,16,0,whimbrel,release-default,_start,234796,0,0,0,serial
20260818T013740Z-1,16,0,whimbrel,release-default,stamp_a,235289,49300,493,49300,serial
20260818T013740Z-1,16,0,whimbrel,release-default,stamp_b,235343,54700,54,5400,serial
20260818T013740Z-1,16,0,whimbrel,release-default,stvec,245543,1074700,10200,1020000,serial
20260818T013740Z-1,16,0,whimbrel,release-default,frame_init,550295,31549900,304752,30475200,serial
20260818T013740Z-1,16,0,whimbrel,release-default,task_init,584074,34927800,33779,3377900,serial
20260818T013740Z-1,16,0,whimbrel,release-default,page_build,590937,35614100,6863,686300,serial
20260818T013740Z-1,16,0,whimbrel,release-default,page_verify,708892,47409600,117955,11795500,serial
20260818T013740Z-1,16,0,whimbrel,release-default,activate,711835,47703900,2943,294300,serial
20260818T013740Z-1,16,0,whimbrel,release-default,virtq_init,782631,54783500,70796,7079600,serial
20260818T013740Z-1,16,0,whimbrel,release-default,DRIVER_OK,846181,61138500,63550,6355000,serial
20260818T013740Z-1,16,0,whimbrel,release-default,first_rx,880782,64598600,34601,3460100,serial
20260818T013740Z-1,16,0,whimbrel,release-default,syn_rx,893112,65831600,12330,1233000,serial
20260818T013740Z-1,16,0,whimbrel,release-default,established,900867,66607100,7755,775500,serial
20260818T013740Z-1,16,0,whimbrel,release-default,serving_ready,909813,67501700,8946,894600,serial
20260818T013740Z-1,16,0,whimbrel,release-default,net_init_done,961632,72683600,51819,5181900,serial
20260818T013740Z-1,16,0,whimbrel,release-default,heap_init,961867,72707100,235,23500,serial
20260818T013740Z-1,16,0,whimbrel,release-default,accounting,983091,74829500,21224,2122400,serial
20260818T013740Z-1,16,0,whimbrel,release-default,freeze,984103,74930700,1012,101200,serial
20260818T013740Z-1,16,0,whimbrel,release-default,sret,986371,75157500,2268,226800,serial
20260818T013740Z-1,16,0,whimbrel,release-default,E3g,1005813,77101700,19442,1944200,serial
20260818T013740Z-1,16,0,whimbrel,release-default,E3g_doorbell,1009699,77490300,3886,388600,serial
20260818T013740Z-1,24,0,whimbrel,release-default,_start,234818,0,0,0,serial
20260818T013740Z-1,24,0,whimbrel,release-default,stamp_a,235271,45300,453,45300,serial
20260818T013740Z-1,24,0,whimbrel,release-default,stamp_b,235325,50700,54,5400,serial
20260818T013740Z-1,24,0,whimbrel,release-default,stvec,245658,1084000,10333,1033300,serial
20260818T013740Z-1,24,0,whimbrel,release-default,frame_init,550691,31587300,305033,30503300,serial
20260818T013740Z-1,24,0,whimbrel,release-default,task_init,582931,34811300,32240,3224000,serial
20260818T013740Z-1,24,0,whimbrel,release-default,page_build,589927,35510900,6996,699600,serial
20260818T013740Z-1,24,0,whimbrel,release-default,page_verify,707932,47311400,118005,11800500,serial
20260818T013740Z-1,24,0,whimbrel,release-default,activate,710899,47608100,2967,296700,serial
20260818T013740Z-1,24,0,whimbrel,release-default,virtq_init,781882,54706400,70983,7098300,serial
20260818T013740Z-1,24,0,whimbrel,release-default,DRIVER_OK,845441,61062300,63559,6355900,serial
20260818T013740Z-1,24,0,whimbrel,release-default,first_rx,879562,64474400,34121,3412100,serial
20260818T013740Z-1,24,0,whimbrel,release-default,syn_rx,891833,65701500,12271,1227100,serial
20260818T013740Z-1,24,0,whimbrel,release-default,established,899576,66475800,7743,774300,serial
20260818T013740Z-1,24,0,whimbrel,release-default,serving_ready,908485,67366700,8909,890900,serial
20260818T013740Z-1,24,0,whimbrel,release-default,net_init_done,960057,72523900,51572,5157200,serial
20260818T013740Z-1,24,0,whimbrel,release-default,heap_init,960285,72546700,228,22800,serial
20260818T013740Z-1,24,0,whimbrel,release-default,accounting,981483,74666500,21198,2119800,serial
20260818T013740Z-1,24,0,whimbrel,release-default,freeze,982490,74767200,1007,100700,serial
20260818T013740Z-1,24,0,whimbrel,release-default,sret,984716,74989800,2226,222600,serial
20260818T013740Z-1,24,0,whimbrel,release-default,E3g,1003848,76903000,19132,1913200,serial
20260818T013740Z-1,24,0,whimbrel,release-default,E3g_doorbell,1007721,77290300,3873,387300,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,_start,235134,0,0,0,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,stamp_a,235578,44400,444,44400,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,stamp_b,235632,49800,54,5400,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,stvec,238146,301200,2514,251400,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,frame_init,239540,440600,1394,139400,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,task_init,245438,1030400,5898,589800,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,page_build,249350,1421600,3912,391200,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,page_verify,256742,2160800,7392,739200,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,activate,257617,2248300,875,87500,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,virtq_init,266038,3090400,8421,842100,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,DRIVER_OK,271426,3629200,5388,538800,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,first_rx,274502,3936800,3076,307600,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,syn_rx,277190,4205600,2688,268800,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,established,279832,4469800,2642,264200,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,serving_ready,283456,4832200,3624,362400,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,net_init_done,286293,5115900,2837,283700,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,heap_init,286516,5138200,223,22300,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,accounting,286772,5163800,256,25600,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,freeze,286895,5176100,123,12300,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,sret,287084,5195000,189,18900,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,E3g,299407,6427300,12323,1232300,serial
20260818T013740Z-1,33,0,whimbrel,release-fast-boot,E3g_doorbell,300188,6505400,781,78100,serial
20260818T013740Z-1,33,0,whimbrel,release-default,_start,232434,0,0,0,serial
