batch_id,trial,warmup,system,config,phase,ticks,ns_since_e2,delta_ticks,delta_ns,source
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,_start,233986,0,0,0,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,stamp_a,234439,45300,453,45300,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,stamp_b,234495,50900,56,5600,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,stvec,237150,316400,2655,265500,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,frame_init,238581,459500,1431,143100,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,task_init,244502,1051600,5921,592100,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,page_build,248496,1451000,3994,399400,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,page_verify,255776,2179000,7280,728000,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,activate,256700,2271400,924,92400,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,virtq_init,265072,3108600,8372,837200,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,DRIVER_OK,270567,3658100,5495,549500,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,first_rx,273620,3963400,3053,305300,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,syn_rx,276340,4235400,2720,272000,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,established,288092,5410600,11752,1175200,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,serving_ready,291652,5766600,3560,356000,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,net_init_done,294452,6046600,2800,280000,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,heap_init,294719,6073300,267,26700,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,accounting,294974,6098800,255,25500,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,freeze,295049,6106300,75,7500,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,sret,295237,6125100,188,18800,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,E3g,307844,7385800,12607,1260700,serial
20260818T013740Z-2,26,0,whimbrel,release-fast-boot,E3g_doorbell,308621,7463500,777,77700,serial
20260818T013740Z-2,28,0,whimbrel,release-default,_start,234247,0,0,0,serial
20260818T013740Z-2,28,0,whimbrel,release-default,stamp_a,234703,45600,456,45600,serial
20260818T013740Z-2,28,0,whimbrel,release-default,stamp_b,234757,51000,54,5400,serial
20260818T013740Z-2,28,0,whimbrel,release-default,stvec,245056,1080900,10299,1029900,serial
20260818T013740Z-2,28,0,whimbrel,release-default,frame_init,549062,31481500,304006,30400600,serial
20260818T013740Z-2,28,0,whimbrel,release-default,task_init,581551,34730400,32489,3248900,serial
20260818T013740Z-2,28,0,whimbrel,release-default,page_build,588541,35429400,6990,699000,serial
20260818T013740Z-2,28,0,whimbrel,release-default,page_verify,708193,47394600,119652,11965200,serial
20260818T013740Z-2,28,0,whimbrel,release-default,activate,710980,47673300,2787,278700,serial
20260818T013740Z-2,28,0,whimbrel,release-default,virtq_init,781814,54756700,70834,7083400,serial
20260818T013740Z-2,28,0,whimbrel,release-default,DRIVER_OK,845035,61078800,63221,6322100,serial
20260818T013740Z-2,28,0,whimbrel,release-default,first_rx,879396,64514900,34361,3436100,serial
20260818T013740Z-2,28,0,whimbrel,release-default,syn_rx,891774,65752700,12378,1237800,serial
20260818T013740Z-2,28,0,whimbrel,release-default,established,899462,66521500,7688,768800,serial
20260818T013740Z-2,28,0,whimbrel,release-default,serving_ready,908376,67412900,8914,891400,serial
20260818T013740Z-2,28,0,whimbrel,release-default,net_init_done,960521,72627400,52145,5214500,serial
20260818T013740Z-2,28,0,whimbrel,release-default,heap_init,960750,72650300,229,22900,serial
20260818T013740Z-2,28,0,whimbrel,release-default,accounting,982095,74784800,21345,2134500,serial
20260818T013740Z-2,28,0,whimbrel,release-default,freeze,983118,74887100,1023,102300,serial
20260818T013740Z-2,28,0,whimbrel,release-default,sret,985371,75112400,2253,225300,serial
20260818T013740Z-2,28,0,whimbrel,release-default,E3g,1004397,77015000,19026,1902600,serial
20260818T013740Z-2,28,0,whimbrel,release-default,E3g_doorbell,1008211,77396400,3814,381400,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,_start,236052,0,0,0,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,stamp_a,236505,45300,453,45300,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,stamp_b,236561,50900,56,5600,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,stvec,239113,306100,2552,255200,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,frame_init,240577,452500,1464,146400,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,task_init,246403,1035100,5826,582600,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,page_build,250291,1423900,3888,388800,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,page_verify,257438,2138600,7147,714700,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,activate,258306,2225400,868,86800,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,virtq_init,266775,3072300,8469,846900,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,DRIVER_OK,272263,3621100,5488,548800,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,first_rx,275353,3930100,3090,309000,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,syn_rx,278090,4203800,2737,273700,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,established,280766,4471400,2676,267600,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,serving_ready,284422,4837000,3656,365600,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,net_init_done,287236,5118400,2814,281400,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,heap_init,287461,5140900,225,22500,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,accounting,287721,5166900,260,26000,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,freeze,287845,5179300,124,12400,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,sret,288037,5198500,192,19200,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,E3g,300641,6458900,12604,1260400,serial
20260818T013740Z-2,29,0,whimbrel,release-fast-boot,E3g_doorbell,301421,6536900,780,78000,serial
20260818T013740Z-2,19,0,whimbrel,release-default,_start,233439,0,0,0,serial
20260818T013740Z-2,19,0,whimbrel,release-default,stamp_a,233897,45800,458,45800,serial
20260818T013740Z-2,19,0,whimbrel,release-default,stamp_b,233951,51200,54,5400,serial
20260818T013740Z-2,19,0,whimbrel,release-default,stvec,244218,1077900,10267,1026700,serial
20260818T013740Z-2,19,0,whimbrel,release-default,frame_init,563117,32967800,318899,31889900,serial
20260818T013740Z-2,19,0,whimbrel,release-default,task_init,596490,36305100,33373,3337300,serial
20260818T013740Z-2,19,0,whimbrel,release-default,page_build,603532,37009300,7042,704200,serial
20260818T013740Z-2,19,0,whimbrel,release-default,page_verify,720979,48754000,117447,11744700,serial
20260818T013740Z-2,19,0,whimbrel,release-default,activate,723901,49046200,2922,292200,serial
20260818T013740Z-2,19,0,whimbrel,release-default,virtq_init,793868,56042900,69967,6996700,serial
20260818T013740Z-2,19,0,whimbrel,release-default,DRIVER_OK,856717,62327800,62849,6284900,serial
20260818T013740Z-2,19,0,whimbrel,release-default,first_rx,891020,65758100,34303,3430300,serial
20260818T013740Z-2,19,0,whimbrel,release-default,syn_rx,903453,67001400,12433,1243300,serial
20260818T013740Z-2,19,0,whimbrel,release-default,established,915365,68192600,11912,1191200,serial
20260818T013740Z-2,19,0,whimbrel,release-default,serving_ready,924465,69102600,9100,910000,serial
20260818T013740Z-2,19,0,whimbrel,release-default,net_init_done,976669,74323000,52204,5220400,serial
20260818T013740Z-2,19,0,whimbrel,release-default,heap_init,976892,74345300,223,22300,serial
20260818T013740Z-2,19,0,whimbrel,release-default,accounting,998175,76473600,21283,2128300,serial
20260818T013740Z-2,19,0,whimbrel,release-default,freeze,999194,76575500,1019,101900,serial
20260818T013740Z-2,19,0,whimbrel,release-default,sret,1001418,76797900,2224,222400,serial
20260818T013740Z-2,19,0,whimbrel,release-default,E3g,1020500,78706100,19082,1908200,serial
20260818T013740Z-2,19,0,whimbrel,release-default,E3g_doorbell,1024395,79095600,3895,389500,serial
20260818T013740Z-2,33,0,whimbrel,release-default,_start,233256,0,0,0,serial
20260818T013740Z-2,33,0,whimbrel,release-default,stamp_a,233715,45900,459,45900,serial
20260818T013740Z-2,33,0,whimbrel,release-default,stamp_b,233770,51400,55,5500,serial
20260818T013740Z-2,33,0,whimbrel,release-default,stvec,244012,1075600,10242,1024200,serial
20260818T013740Z-2,33,0,whimbrel,release-default,frame_init,547931,31467500,303919,30391900,serial
20260818T013740Z-2,33,0,whimbrel,release-default,task_init,581523,34826700,33592,3359200,serial
20260818T013740Z-2,33,0,whimbrel,release-default,page_build,588523,35526700,7000,700000,serial
20260818T013740Z-2,33,0,whimbrel,release-default,page_verify,705715,47245900,117192,11719200,serial
20260818T013740Z-2,33,0,whimbrel,release-default,activate,708451,47519500,2736,273600,serial
20260818T013740Z-2,33,0,whimbrel,release-default,virtq_init,778455,54519900,70004,7000400,serial
20260818T013740Z-2,33,0,whimbrel,release-default,DRIVER_OK,841655,60839900,63200,6320000,serial
20260818T013740Z-2,33,0,whimbrel,release-default,first_rx,875716,64246000,34061,3406100,serial
20260818T013740Z-2,33,0,whimbrel,release-default,syn_rx,888116,65486000,12400,1240000,serial
20260818T013740Z-2,33,0,whimbrel,release-default,established,895832,66257600,7716,771600,serial
20260818T013740Z-2,33,0,whimbrel,release-default,serving_ready,904717,67146100,8885,888500,serial
20260818T013740Z-2,33,0,whimbrel,release-default,net_init_done,956918,72366200,52201,5220100,serial
20260818T013740Z-2,33,0,whimbrel,release-default,heap_init,957142,72388600,224,22400,serial
20260818T013740Z-2,33,0,whimbrel,release-default,accounting,978461,74520500,21319,2131900,serial
20260818T013740Z-2,33,0,whimbrel,release-default,freeze,979484,74622800,1023,102300,serial
20260818T013740Z-2,33,0,whimbrel,release-default,sret,981726,74847000,2242,224200,serial
20260818T013740Z-2,33,0,whimbrel,release-default,E3g,1000942,76768600,19216,1921600,serial
20260818T013740Z-2,33,0,whimbrel,release-default,E3g_doorbell,1004731,77147500,3789,378900,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,_start,234093,0,0,0,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,stamp_a,234538,44500,445,44500,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,stamp_b,234594,50100,56,5600,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,stvec,237193,310000,2599,259900,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,frame_init,238613,452000,1420,142000,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,task_init,244414,1032100,5801,580100,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,page_build,248373,1428000,3959,395900,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,page_verify,255754,2166100,7381,738100,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,activate,256652,2255900,898,89800,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,virtq_init,264987,3089400,8335,833500,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,DRIVER_OK,270336,3624300,5349,534900,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,first_rx,273372,3927900,3036,303600,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,syn_rx,276073,4198000,2701,270100,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,established,278710,4461700,2637,263700,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,serving_ready,282238,4814500,3528,352800,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,net_init_done,285001,5090800,2763,276300,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,heap_init,285259,5116600,258,25800,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,accounting,285515,5142200,256,25600,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,freeze,285636,5154300,121,12100,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,sret,285827,5173400,191,19100,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,E3g,298171,6407800,12344,1234400,serial
20260818T013740Z-2,16,0,whimbrel,release-fast-boot,E3g_doorbell,298953,6486000,782,78200,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,_start,234697,0,0,0,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,stamp_a,235137,44000,440,44000,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,stamp_b,235191,49400,54,5400,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,stvec,237669,297200,2478,247800,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,frame_init,239064,436700,1395,139500,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,task_init,244910,1021300,5846,584600,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,page_build,248782,1408500,3872,387200,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,page_verify,256070,2137300,7288,728800,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,activate,256968,2227100,898,89800,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,virtq_init,265422,3072500,8454,845400,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,DRIVER_OK,270843,3614600,5421,542100,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,first_rx,273950,3925300,3107,310700,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,syn_rx,276648,4195100,2698,269800,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,established,279288,4459100,2640,264000,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,serving_ready,282843,4814600,3555,355500,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,net_init_done,285728,5103100,2885,288500,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,heap_init,285949,5125200,221,22100,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,accounting,286203,5150600,254,25400,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,freeze,286327,5163000,124,12400,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,sret,286516,5181900,189,18900,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,E3g,298850,6415300,12334,1233400,serial
20260818T013740Z-2,8,0,whimbrel,release-fast-boot,E3g_doorbell,299628,6493100,778,77800,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,_start,235038,0,0,0,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,stamp_a,235487,44900,449,44900,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,stamp_b,235543,50500,56,5600,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,stvec,238165,312700,2622,262200,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,frame_init,239606,456800,1441,144100,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,task_init,245522,1048400,5916,591600,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,page_build,249562,1452400,4040,404000,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,page_verify,256882,2184400,7320,732000,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,activate,257760,2272200,878,87800,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,virtq_init,266233,3119500,8473,847300,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,DRIVER_OK,271658,3662000,5425,542500,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,first_rx,274718,3968000,3060,306000,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,syn_rx,277534,4249600,2816,281600,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,established,288012,5297400,10478,1047800,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,serving_ready,291650,5661200,3638,363800,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,net_init_done,294490,5945200,2840,284000,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,heap_init,294765,5972700,275,27500,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,accounting,295026,5998800,261,26100,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,freeze,295103,6006500,77,7700,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,sret,295293,6025500,190,19000,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,E3g,307951,7291300,12658,1265800,serial
20260818T013740Z-2,12,0,whimbrel,release-fast-boot,E3g_doorbell,308744,7370600,793,79300,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,_start,234932,0,0,0,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,stamp_a,235386,45400,454,45400,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,stamp_b,235442,51000,56,5600,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,stvec,238061,312900,2619,261900,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,frame_init,239548,461600,1487,148700,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,task_init,245504,1057200,5956,595600,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,page_build,249465,1453300,3961,396100,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,page_verify,256914,2198200,7449,744900,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,activate,257809,2287700,895,89500,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,virtq_init,266408,3147600,8599,859900,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,DRIVER_OK,271906,3697400,5498,549800,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,first_rx,274988,4005600,3082,308200,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,syn_rx,277757,4282500,2769,276900,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,established,280388,4545600,2631,263100,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,serving_ready,283952,4902000,3564,356400,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,net_init_done,286809,5187700,2857,285700,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,heap_init,287032,5210000,223,22300,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,accounting,287335,5240300,303,30300,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,freeze,287412,5248000,77,7700,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,sret,287602,5267000,190,19000,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,E3g,300160,6522800,12558,1255800,serial
20260818T013740Z-2,28,0,whimbrel,release-fast-boot,E3g_doorbell,300950,6601800,790,79000,serial
20260818T013740Z-2,8,0,whimbrel,release-default,_start,234616,0,0,0,serial
20260818T013740Z-2,8,0,whimbrel,release-default,stamp_a,235075,45900,459,45900,serial
20260818T013740Z-2,8,0,whimbrel,release-default,stamp_b,235130,51400,55,5500,serial
20260818T013740Z-2,8,0,whimbrel,release-default,stvec,245327,1071100,10197,1019700,serial
20260818T013740Z-2,8,0,whimbrel,release-default,frame_init,549951,31533500,304624,30462400,serial
20260818T013740Z-2,8,0,whimbrel,release-default,task_init,582964,34834800,33013,3301300,serial
20260818T013740Z-2,8,0,whimbrel,release-default,page_build,589914,35529800,6950,695000,serial
20260818T013740Z-2,8,0,whimbrel,release-default,page_verify,708319,47370300,118405,11840500,serial
20260818T013740Z-2,8,0,whimbrel,release-default,activate,711149,47653300,2830,283000,serial
20260818T013740Z-2,8,0,whimbrel,release-default,virtq_init,781253,54663700,70104,7010400,serial
20260818T013740Z-2,8,0,whimbrel,release-default,DRIVER_OK,844372,60975600,63119,6311900,serial
20260818T013740Z-2,8,0,whimbrel,release-default,first_rx,878970,64435400,34598,3459800,serial
20260818T013740Z-2,8,0,whimbrel,release-default,syn_rx,891391,65677500,12421,1242100,serial
20260818T013740Z-2,8,0,whimbrel,release-default,established,899247,66463100,7856,785600,serial
20260818T013740Z-2,8,0,whimbrel,release-default,serving_ready,908290,67367400,9043,904300,serial
20260818T013740Z-2,8,0,whimbrel,release-default,net_init_done,961068,72645200,52778,5277800,serial
20260818T013740Z-2,8,0,whimbrel,release-default,heap_init,961303,72668700,235,23500,serial
20260818T013740Z-2,8,0,whimbrel,release-default,accounting,982609,74799300,21306,2130600,serial
20260818T013740Z-2,8,0,whimbrel,release-default,freeze,983632,74901600,1023,102300,serial
20260818T013740Z-2,8,0,whimbrel,release-default,sret,985859,75124300,2227,222700,serial
20260818T013740Z-2,8,0,whimbrel,release-default,E3g,1005182,77056600,19323,1932300,serial
20260818T013740Z-2,8,0,whimbrel,release-default,E3g_doorbell,1009081,77446500,3899,389900,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,_start,235046,0,0,0,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,stamp_a,235491,44500,445,44500,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,stamp_b,235545,49900,54,5400,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,stvec,238088,304200,2543,254300,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,frame_init,239507,446100,1419,141900,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,task_init,245389,1034300,5882,588200,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,page_build,249276,1423000,3887,388700,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,page_verify,256572,2152600,7296,729600,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,activate,257445,2239900,873,87300,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,virtq_init,265816,3077000,8371,837100,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,DRIVER_OK,271224,3617800,5408,540800,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,first_rx,274294,3924800,3070,307000,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,syn_rx,277080,4203400,2786,278600,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,established,279704,4465800,2624,262400,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,serving_ready,283269,4822300,3565,356500,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,net_init_done,286118,5107200,2849,284900,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,heap_init,286339,5129300,221,22100,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,accounting,286597,5155100,258,25800,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,freeze,286721,5167500,124,12400,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,sret,286911,5186500,190,19000,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,E3g,299311,6426500,12400,1240000,serial
20260818T013740Z-2,14,0,whimbrel,release-fast-boot,E3g_doorbell,300099,6505300,788,78800,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,_start,234472,0,0,0,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,stamp_a,234910,43800,438,43800,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,stamp_b,234963,49100,53,5300,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,stvec,237500,302800,2537,253700,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,frame_init,238913,444100,1413,141300,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,task_init,244729,1025700,5816,581600,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,page_build,248667,1419500,3938,393800,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,page_verify,255971,2149900,7304,730400,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,activate,256855,2238300,884,88400,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,virtq_init,265309,3083700,8454,845400,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,DRIVER_OK,270676,3620400,5367,536700,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,first_rx,273773,3930100,3097,309700,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,syn_rx,276476,4200400,2703,270300,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,established,279087,4461500,2611,261100,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,serving_ready,282696,4822400,3609,360900,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,net_init_done,285483,5101100,2787,278700,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,heap_init,285705,5123300,222,22200,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,accounting,285961,5148900,256,25600,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,freeze,286082,5161000,121,12100,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,sret,286270,5179800,188,18800,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,E3g,298755,6428300,12485,1248500,serial
20260818T013740Z-2,7,0,whimbrel,release-fast-boot,E3g_doorbell,299541,6506900,786,78600,serial
20260818T013740Z-2,10,0,whimbrel,release-default,_start,235760,0,0,0,serial
20260818T013740Z-2,10,0,whimbrel,release-default,stamp_a,236212,45200,452,45200,serial
20260818T013740Z-2,10,0,whimbrel,release-default,stamp_b,236266,50600,54,5400,serial
20260818T013740Z-2,10,0,whimbrel,release-default,stvec,246550,1079000,10284,1028400,serial
20260818T013740Z-2,10,0,whimbrel,release-default,frame_init,550396,31463600,303846,30384600,serial
20260818T013740Z-2,10,0,whimbrel,release-default,task_init,583156,34739600,32760,3276000,serial
20260818T013740Z-2,10,0,whimbrel,release-default,page_build,590291,35453100,7135,713500,serial
20260818T013740Z-2,10,0,whimbrel,release-default,page_verify,708637,47287700,118346,11834600,serial
20260818T013740Z-2,10,0,whimbrel,release-default,activate,711389,47562900,2752,275200,serial
20260818T013740Z-2,10,0,whimbrel,release-default,virtq_init,781849,54608900,70460,7046000,serial
20260818T013740Z-2,10,0,whimbrel,release-default,DRIVER_OK,844797,60903700,62948,6294800,serial
20260818T013740Z-2,10,0,whimbrel,release-default,first_rx,878499,64273900,33702,3370200,serial
20260818T013740Z-2,10,0,whimbrel,release-default,syn_rx,890803,65504300,12304,1230400,serial
20260818T013740Z-2,10,0,whimbrel,release-default,established,898493,66273300,7690,769000,serial
20260818T013740Z-2,10,0,whimbrel,release-default,serving_ready,907495,67173500,9002,900200,serial
20260818T013740Z-2,10,0,whimbrel,release-default,net_init_done,959650,72389000,52155,5215500,serial
20260818T013740Z-2,10,0,whimbrel,release-default,heap_init,959878,72411800,228,22800,serial
20260818T013740Z-2,10,0,whimbrel,release-default,accounting,981012,74525200,21134,2113400,serial
20260818T013740Z-2,10,0,whimbrel,release-default,freeze,982021,74626100,1009,100900,serial
20260818T013740Z-2,10,0,whimbrel,release-default,sret,984233,74847300,2212,221200,serial
20260818T013740Z-2,10,0,whimbrel,release-default,E3g,1003144,76738400,18911,1891100,serial
20260818T013740Z-2,10,0,whimbrel,release-default,E3g_doorbell,1006884,77112400,3740,374000,serial
20260818T013740Z-2,7,0,whimbrel,release-default,_start,234749,0,0,0,serial
20260818T013740Z-2,7,0,whimbrel,release-default,stamp_a,235200,45100,451,45100,serial
20260818T013740Z-2,7,0,whimbrel,release-default,stamp_b,235255,50600,55,5500,serial
20260818T013740Z-2,7,0,whimbrel,release-default,stvec,245509,1076000,10254,1025400,serial
