# generated by scripts/linux-initcall-label.sh — D-0072
# Image-trimmed sha256=fe821d1d5fcc0c8d4474504c48d3024e0991c37ba74d40c675a0158b61e44fa2
# System.map sha256=3860b1aec2b3cd2ee5944b1831aeea8b12ad163525f38b19de24dab655ab8763 path=/home/victor/src/Whimbrel/bench/linux/build/linux-trimmed/System.map
# cmdline=console=ttyS0 loglevel=7 printk.time=1 initcall_debug ignore_loglevel rdinit=/init
# qemu=QEMU emulator version 10.2.1 (Debian 1:10.2.1+ds-1ubuntu3.2)
# serial=/home/victor/src/Whimbrel/results/serial/linux-trimmed-ignore-loglevel-20260818T084831Z.log
#
## Hole window (labels for gap 1), sorted by usecs

| rank | usecs | symbol | ret | printk_s |
| 308 | 0 | `ipc_ns_init` | 0 | 0.028190 |
| 309 | 0 | `init_mmap_min_addr` | 0 | 0.028213 |
| 310 | 0 | `inet_frag_wq_init` | 0 | 0.028333 |
| 311 | 0 | `tagged_addr_init` | 0 | 0.028371 |
| 312 | 0 | `riscv_v_init` | 0 | 0.028384 |
| 313 | 0 | `ksysfs_init` | 0 | 0.028409 |
| 314 | 0 | `pm_init` | 0 | 0.028459 |
| 315 | 0 | `rcu_init_tasks_generic` | 0 | 0.028560 |
| 316 | 0 | `init_jiffies_clocksource` | 0 | 0.028649 |
| 317 | 0 | `posixtimer_init` | 0 | 0.028720 |
| 318 | 0 | `futex_init` | 0 | 0.028823 |
| 319 | 0 | `trace_events_eprobe_init_early` | 0 | 0.028884 |
| 320 | 0 | `cpu_pm_init` | 0 | 0.028908 |
| 321 | 0 | `bpf_offload_init` | 0 | 0.028950 |
| 322 | 0 | `init_events_core_sysctls` | 0 | 0.028963 |
| 323 | 0 | `init_callchain_sysctls` | 0 | 0.028975 |
| 324 | 0 | `balloon_init` | 0 | 0.029010 |
| 325 | 0 | `fsnotify_init` | 0 | 0.029047 |
| 326 | 0 | `filelock_init` | 0 | 0.029128 |
| 327 | 0 | `init_script_binfmt` | 0 | 0.029160 |
| 328 | 0 | `init_elf_binfmt` | 0 | 0.029176 |
| 329 | 0 | `init_compat_elf_binfmt` | 0 | 0.029191 |
| 330 | 0 | `debugfs_init` | 0 | 0.029241 |
| 331 | 0 | `tracefs_init` | 0 | 0.029282 |
| 332 | 0 | `securityfs_init` | 0 | 0.029298 |
| 333 | 0 | `pinctrl_init` | 0 | 0.030253 |
| 334 | 0 | `clk_mpfs_init` | 0 | 0.030653 |
| 335 | 0 | `clk_ccc_init` | 0 | 0.030702 |
| 336 | 0 | `genpd_bus_init` | 0 | 0.030780 |
| 337 | 0 | `virtio_init` | 0 | 0.030811 |
| 338 | 0 | `regulator_init` | 0 | 0.033198 |
| 339 | 0 | `iommu_init` | 0 | 0.033223 |
| 340 | 0 | `component_debug_init` | 0 | 0.033245 |
| 341 | 0 | `register_cpufreq_notifier` | 0 | 0.033290 |
| 342 | 0 | `opp_debug_init` | 0 | 0.033315 |
| 343 | 0 | `cpufreq_core_init` | 0 | 0.033374 |
| 344 | 0 | `cpufreq_gov_performance_init` | 0 | 0.033422 |
| 345 | 0 | `cpufreq_gov_userspace_init` | 0 | 0.033469 |
| 346 | 0 | `CPU_FREQ_GOV_ONDEMAND_init` | 0 | 0.033485 |
| 347 | 0 | `cpufreq_dt_platdev_init` | -19 | 0.033600 |
| 348 | 0 | `cpuidle_init` | 0 | 0.033662 |
| 349 | 0 | `riscv_dmi_init` | 0 | 0.033708 |
| 350 | 0 | `sock_init` | 0 | 0.033939 |
| 351 | 0 | `sock_struct_check` | 0 | 0.033955 |
| 352 | 0 | `init_default_flow_dissectors` | 0 | 0.034016 |
| 353 | 0 | `genl_init` | 0 | 0.035400 |
| 354 | 0 | `init_overflow_sysctl` | 0 | 0.035429 |
| 355 | 0 | `dma_atomic_pool_init` | 0 | 0.036160 |
| 356 | 0 | `audit_init` | 0 | 0.036907 |
| 357 | 0 | `bdi_class_init` | 0 | 0.036953 |
| 358 | 0 | `mm_sysfs_init` | 0 | 0.036975 |
| 359 | 0 | `init_per_zone_wmark_min` | 0 | 0.037261 |
| 360 | 0 | `acpi_gpio_setup_params` | 0 | 0.037345 |
| 361 | 0 | `amba_init` | 0 | 0.037371 |
| 362 | 0 | `tty_class_init` | 0 | 0.037392 |
| 363 | 0 | `vtconsole_class_init` | 0 | 0.037538 |
| 364 | 0 | `iommu_dev_init` | 0 | 0.037560 |
| 365 | 0 | `mipi_dsi_bus_init` | 0 | 0.037583 |
| 366 | 0 | `devlink_class_init` | 0 | 0.037680 |
| 367 | 0 | `software_node_init` | 0 | 0.037701 |
| 368 | 0 | `wakeup_sources_debugfs_init` | 0 | 0.037722 |
| 369 | 0 | `wakeup_sources_sysfs_init` | 0 | 0.037770 |
| 370 | 0 | `regmap_initcall` | 0 | 0.037818 |
| 371 | 0 | `spi_init` | 0 | 0.037889 |
| 372 | 0 | `i2c_init` | 0 | 0.038023 |
| 373 | 0 | `thermal_init` | 0 | 0.038180 |
| 374 | 0 | `init_menu` | 0 | 0.038302 |
| 375 | 0 | `pcc_init` | -19 | 0.038321 |
| 376 | 0 | `rpmsg_init` | 0 | 0.038356 |
| 377 | 0 | `rpmsg_chrdev_init` | 0 | 0.038410 |
| 378 | 0 | `rpmsg_ctrldev_init` | 0 | 0.038448 |
| 379 | 0 | `rpmsg_ns_init` | 0 | 0.038477 |
| 380 | 0 | `kobject_uevent_init` | 0 | 0.038544 |
| 381 | 0 | `reserve_memblock_reserved_regions` | 0 | 0.038893 |
| 382 | 0 | `vdso_init` | 0 | 0.038973 |
| 383 | 0 | `sbi_system_suspend_init` | 0 | 0.063144 |
| 384 | 0 | `napot_hugetlbpages_init` | 0 | 0.063157 |
| 385 | 0 | `kcmp_cookies_init` | 0 | 0.063199 |
| 386 | 0 | `sifive_ccache_init` | -19 | 0.063286 |
| 387 | 0 | `dma_bus_init` | 0 | 0.063494 |
| 388 | 0 | `dma_channel_table_init` | 0 | 0.063566 |
| 389 | 0 | `serial_base_init` | 0 | 0.063664 |
| 390 | 0 | `sbi_cpuidle_init` | 0 | 0.064616 |
| 391 | 0 | `dmi_id_init` | -19 | 0.064638 |
| 392 | 0 | `init_hwprobe_vdso_data` | 0 | 0.064654 |
| 393 | 0 | `lock_and_set_unaligned_access_static_branch` | 0 | 0.064718 |
| 394 | 0 | `init_fork_sysctl` | 0 | 0.070889 |
| 395 | 0 | `uid_cache_init` | 0 | 0.070961 |
| 396 | 0 | `pid_namespace_sysctl_init` | 0 | 0.070974 |
| 397 | 0 | `user_namespace_sysctl_init` | 0 | 0.071014 |
| 398 | 0 | `init_rtmutex_sysctl` | 0 | 0.071026 |
| 399 | 0 | `init_module_sysctl` | 0 | 0.071038 |
| 400 | 0 | `trace_eval_init` | 0 | 0.071155 |
| 401 | 0 | `init_trace_sysctls` | 0 | 0.071168 |
| 402 | 0 | `send_signal_irq_work_init` | 0 | 0.071186 |
| 403 | 0 | `dev_map_init` | 0 | 0.071205 |
| 404 | 0 | `netns_bpf_init` | 0 | 0.071229 |
| 405 | 0 | `init_user_buckets` | 0 | 0.083266 |
| 406 | 0 | `default_bdi_init` | 0 | 0.083450 |
| 407 | 0 | `percpu_enable_async` | 0 | 0.083470 |
| 408 | 0 | `kcompactd_init` | 0 | 0.083565 |
| 409 | 0 | `init_mm_sysctl` | 0 | 0.083586 |
| 410 | 0 | `init_reserve_notifier` | 0 | 0.083598 |
| 411 | 0 | `init_admin_reserve` | 0 | 0.083624 |
| 412 | 0 | `init_user_reserve` | 0 | 0.083640 |
| 413 | 0 | `hugetlb_init` | 0 | 0.084665 |
| 414 | 0 | `init_msg_buckets` | 0 | 0.084688 |
| 415 | 0 | `io_wq_init` | 0 | 0.084711 |
| 416 | 0 | `gpiolib_debugfs_init` | 0 | 0.084744 |
| 417 | 0 | `pwm_init` | 0 | 0.084792 |
| 418 | 0 | `fbmem_init` | -12 | 0.084968 |
| 419 | 0 | `acpi_init` | -19 | 0.085005 |
| 420 | 0 | `pnp_init` | 0 | 0.085039 |
| 421 | 0 | `regulator_fixed_voltage_init` | 0 | 0.085135 |
| 422 | 0 | `gpio_regulator_init` | 0 | 0.085180 |
| 423 | 0 | `misc_init` | 0 | 0.085358 |
| 424 | 0 | `iommu_subsys_init` | 0 | 0.085452 |
| 425 | 0 | `register_cpu_capacity_sysctl` | 0 | 0.085489 |
| 426 | 0 | `dax_core_init` | 0 | 0.085660 |
| 427 | 0 | `dma_buf_init` | 0 | 0.085744 |
| 428 | 0 | `mdio_bus_init` | 0 | 0.085784 |
| 429 | 0 | `phy_init` | 0 | 0.086111 |
| 430 | 0 | `usb_common_init` | 0 | 0.086134 |
| 431 | 0 | `usb_init` | 0 | 0.086537 |
| 432 | 0 | `usb_udc_init` | 0 | 0.086574 |
| 433 | 0 | `serio_init` | 0 | 0.086605 |
| 434 | 0 | `input_init` | 0 | 0.086637 |
| 435 | 0 | `rtc_init` | 0 | 0.086672 |
| 436 | 0 | `dw_i2c_init_driver` | 0 | 0.086765 |
| 437 | 0 | `power_supply_class_init` | 0 | 0.086787 |
| 438 | 0 | `hwmon_init` | 0 | 0.086810 |
| 439 | 0 | `mmc_init` | 0 | 0.086898 |
| 440 | 0 | `dmi_init` | 0 | 0.086913 |
| 441 | 0 | `efisubsys_init` | 0 | 0.086953 |
| 442 | 0 | `rpmsg_init` | 0 | 0.086995 |
| 443 | 0 | `iio_init` | 0 | 0.091371 |
| 444 | 0 | `nvmem_init` | 0 | 0.091427 |
| 445 | 0 | `init_soundcore` | 0 | 0.091448 |
| 446 | 0 | `alsa_sound_init` | 0 | 0.091486 |
| 447 | 0 | `net_dev_init` | 0 | 0.094839 |
| 448 | 0 | `neigh_init` | 0 | 0.094866 |
| 449 | 0 | `fib_notifier_init` | 0 | 0.094896 |
| 450 | 0 | `page_pool_user_init` | 0 | 0.095966 |
| 451 | 0 | `pktsched_init` | 0 | 0.096088 |
| 452 | 0 | `ethnl_init` | 0 | 0.096367 |
| 453 | 0 | `nexthop_init` | 0 | 0.096444 |
| 454 | 0 | `vsprintf_init_hashval` | 0 | 0.096492 |
| 455 | 0 | `iomem_init_inode` | 0 | 0.103909 |
